total_cheek
0.193786621
0.373077393
0.323486328
0.749206543
0.012207031
0.333251953
1.372612847
0.303141276
0.268554688
0
0.374348958
0.109863281
0.821358817
0.021362305
0.162760417
0.501708984
0.276692708
0.263977051
1.821390788
0.09765625
0.281871449
0.578308105
2.121480306
0.356038411
0.240478516
0.155639648
0.614013672
0.459798177
0.287543403
2.063424247
1.278686523
0.94909668
0.359344482
0.652204241
1.871163504
1.399993896
0.702921549
0.218370226
1.498135653
0.253573331
5.028279622
0.911865234
1.894124349
0.270385742
0.858561198
0.438435872
2.418736049
0.576019287
1.623065655
1.840820313
0.345284598
2.263183594
0.285121373
2.321370443
0.805664063
0.572858538
1.387786865
1.080322266
0
0.893825955
1.089816623
0.686645508
1.079644097
3.071594238
0.642225477
1.412200928
0.036621094
0.69732666
0.824584961
2.057647705
1.510009766
0.757598877
0.752397017
0.224304199
2.288818359
0.831604004
1.663970947
1.933797201
0.696563721
0.45437283
0.210571289
1.890258789
1.531982422
0.917816162
1.200866699
0.44148763
0.126953125
0.821940104
2.067871094
1.608276367
1.082611084
1.465861003
0.646972656
2.153015137
0.672607422
0.885881696
0.416782924
1.239624023
1.203155518
2.156575521
