total_data
0.193786621
1.488647461
0.547281901
0.672743056
0.183105469
0.305175781
1.270086115
0.373840332
0.226847331
0
0.584411621
0.109863281
0.821358817
0.021362305
0.162760417
0.501708984
0.364546342
0.321451823
1.685978816
0.13885498
0.281871449
0.67565918
2.537754604
0.385284424
0.240478516
0.155639648
0.749860491
0.520629883
0.288085938
1.930745443
1.4453125
0.883992513
0.322265625
0.652204241
1.871163504
1.251898872
0.702921549
0.255126953
1.335261418
0.253573331
5.028279622
0.819905599
1.774245042
0.229390462
0.858561198
0.438435872
2.140808105
0.513373481
1.543782552
1.840820313
0.308990479
2.263183594
0.285121373
2.091064453
0.784301758
0.53024292
1.174926758
0.990804036
0.079345703
0.893825955
1.089816623
0.686645508
1.027526855
2.733018663
0.643310547
1.234741211
0.231933594
0.579223633
0.762939453
1.850043403
1.454671224
0.757598877
0.752397017
0.224304199
1.8359375
0.733293806
1.618041992
1.933797201
0.696563721
0.45437283
0.146484375
1.690165202
1.24206543
0.941772461
0.985717773
0.44148763
1.022774833
0.884246826
1.794433594
1.497025923
1.082611084
1.465861003
0.619070871
1.976182726
0.672607422
0.813293457
0.416782924
1.156338778
1.203155518
2.045985631
